smiles,cid,Molecular_Weight,Hydrogen_bond_Acceptor,Hydrogen_bond_Donor,xlogP,Physiological_Charge,Polarized_Surface_Area,Number_of_Rotatable_bonds,BBB
CN(C)C(=O)c1nn(c(n1)CNC(=O)CN)c1ccc(cc1C(=O)c1ccccc1Cl)Cl,5069,475.3,6,2,2.3,0,123,7,1
Nc1sc2cc(ccc2n1)OC(F)(F)F,5070,234.2,7,1,3.6,0,76.4,1,1
CC1=C(CCN2CCC(CC2)c2noc3cc(ccc23)F)C(=O)N2CCCCC2=N1,5073,410.5,6,0,2.7,0,61.9,4,1
COc1ccc(cc1OC1CCCC1)C1CNC(=O)C1,5092,275.34,3,1,2.2,0,47.6,4,1
CCCN(CCC)CCc1cccc2c1CC(=O)N2,5095,260.37,2,1,2.7,0,32.3,7,1
NC(=O)c1ccccc1O,5147,137.14,2,2,1.3,0,63.3,1,1
OC(=O)c1ccccc1OC(=O)c1ccccc1O,5161,258.23,5,2,3,0,83.8,4,1
CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,5193,238.28,3,2,2,0,75.3,5,1
CN1CCC2=C(C1)c1ccccc1Cc1ccccc21,5205,261.4,1,0,3.3,0,3.2,0,1
FCOC(C(F)(F)F)C(F)(F)F,5206,200.05,8,0,2.8,0,9.2,2,1
CC(C)CC(N(C)C)C1(CCC1)c1ccc(cc1)Cl,5210,279.8,1,0,5.4,0,3.2,5,1
Nc1ccc(cc1)S(=O)(=O)Nc1ncccn1,5215,250.28,6,2,-0.1,0,106,3,1
Fc1ccc(cc1)C(=O)CCCN1CCC2(CC1)N(CNC2=O)c1ccccc1,5265,395.5,5,1,3,0,52.6,6,1
O=C1NCN(c2ccccc2)C21CCN(CC2)CC1COc2ccccc2O1,5268,379.5,5,1,3.1,0,54,3,1
CC1(C)SC2C(NC(=O)C(c3ccccc3)S(O)(=O)=O)C(=O)N2C1C(O)=O SULBENICILLIN,5317,414.5,8,3,1.1,0,175,5,0
Cc1onc(c1)NS(=O)(=O)c1ccc(cc1)N,5329,253.28,6,2,0.9,0,107,3,1
CCN1CCCC1CNC(=O)c1cc(ccc1OC)S(N)(=O)=O,5355,341.4,6,2,0.6,0,110,6,1
NS(=O)(=O)c1ccc(cc1)N1CCCCS1(=O)=O,5356,290.4,6,1,0.1,0,114,2,1
CCN1CCCC1CNC(=O)c1cc(ccc1OC)S(=O)(=O)CC,5357,354.5,5,1,1.6,0,84.1,7,1
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(ccc21)Cl,5391,300.74,3,1,2.2,0,52.9,1,1
CC(C)(C)c1ccc(cc1)C(O)CCCN1CCC(CC1)C(O)(c1ccccc1)c1ccccc1,5405,471.7,3,2,6.6,0,43.7,9,0
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,5426,258.23,4,1,0.3,0,83.6,1,1
Cn1cnc2c1C(=O)NC(=O)N2C,5429,180.16,3,1,-0.8,0,67.2,0,1
[nH]1c2ccccc2nc1c1cscn1,5430,201.25,3,1,2.5,0,69.8,1,1
CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl,5433,356.2,5,3,-0.3,0,112,6,1
CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,5440,399.6,5,0,5.4,0,60.3,6,1
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,5452,370.6,4,0,5.9,0,57.1,4,1
CCN(CC)CCNC(=O)c1cc(ccc1OC)S(C)(=O)=O,5467,328.4,5,1,0.9,0,84.1,8,1
CCN(CC)C(=O)c1cccnc1,5497,178.23,2,0,0.3,0,33.2,3,1
CCC1C(=NN=C(c2ccc(c(c2)OC)OC)c2cc(c(cc12)OC)OC)C,5502,382.5,6,0,3.2,0,61.6,6,1
CCCCNc1c2cnn(c2nc(c1C(=O)OCC)C)CC,5522,304.39,5,1,3.5,0,69,8,1
NC1CC1c1ccccc1,5530,133.19,1,1,1.5,0,26,1,1
Clc1cccc(c1)N1CCN(CCCN2N=C3C=CC=CN3C2=O)CC1,5533,371.9,4,0,2.8,0,42.4,5,1
Cc1nnc2n1c1ccc(cc1C(=NC2)c1ccccc1Cl)Cl,5556,343.2,3,0,2.4,0,43.1,1,1
BrC(Br)Br,5558,252.73,0,0,2.8,0,0,0,1
OP(O)(=O)OCC(Cl)(Cl)Cl,5563,229.38,4,2,0.3,0,66.8,2,1
CN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1,5566,407.5,7,0,5,0,35,4,1
OC1(CCN(CCCC(=O)c2ccc(cc2)F)CC1)c1cccc(c1)C(F)(F)F,5567,409.4,7,1,3.5,0,40.5,6,1
CN(C)CCCN1c2ccccc2Sc2ccc(cc12)C(F)(F)F,5568,352.4,6,0,5.2,0,31.8,4,1
CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,5574,298.4,3,0,4.7,0,31.8,4,1
CN1C(=O)OC(C)(C)C1=O,5576,143.14,3,0,0.3,0,46.6,0,1
COc1cc(cc(c1OC)OC)Cc1cnc(nc1N)N,5578,290.32,7,2,0.9,0,106,5,1
COc1cc(cc(c1OC)OC)NCc1ccc2nc(nc(c2c1C)N)N,5583,369.4,8,3,2.5,0,118,6,1
CC(CN(C)C)CN1c2ccccc2CCc2ccccc12,5584,294.4,2,0,5.8,0,6.5,4,1
CCOC(N)=O,5641,89.09,2,1,-0.2,0,52.3,2,1
CC(C)C1NC(=O)C(C)OC(=O)C(NC(=O)C(OC(=O)C(NC(=O)C(C)OC(=O)C(NC(=O)C(OC(=O)C(NC(=O)C(C)OC(=O)C(NC(=O)C(OC1=O)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C,5649,1111.3,18,6,9.1,0,332,9,0
COc1ccc(cc1)C(CN(C)C)C1(O)CCCCC1,5656,277.4,3,1,2.9,0,32.7,5,1
NC(CCC(O)=O)C=C,5665,129.16,3,2,-2.2,0,63.3,4,1
CCOc1ccccc1OCC1CNCCO1,5666,237.29,4,1,1.5,0,39.7,5,1
Cc1cccc(c1NC1=NCCCS1)C,5707,220.34,2,1,2.8,0,49.7,2,1
CCN(C(C)=O)c1cccc(c1)C1=CC=Nc2n1ncc2C#N,5719,305.33,4,0,1,0,74.3,3,1
CN(C)C(=O)Cc1n2c(nc1c1ccc(cc1)C)C=CC(=C2)C,5732,307.4,2,0,2.5,0,37.6,3,1
NS(=O)(=O)Cc1noc2ccccc12,5734,212.23,5,1,0.2,0,94.6,2,1
CN1CCN(CC1)C(=O)OC1N(C(=O)c2nccnc12)c1ccc(cn1)Cl,5735,388.8,7,0,0.5,0,91.8,3,1
CN(C)CCOC1=Cc2ccccc2Sc2ccc(cc12)Cl,5736,331.9,3,0,4.8,0,37.8,4,1
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,5743,392.5,6,3,1.9,0,94.8,2,1
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,5744,404.5,6,2,2.2,0,101,4,1
CCC(O)(COC(N)=O)c1ccccc1,5752,209.24,3,2,1.1,0,72.6,5,1
C[C@@]12CCC(=O)C=C2CC[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]21,5754,362.5,5,3,1.6,0,94.8,2,1
C[C@@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]2CC[C@]1(O)C(=O)CO,5755,360.4,5,3,1.6,0,94.8,2,1
C[C@@]12CC[C@H]3[C@@H](CCc4cc(ccc34)O)[C@@H]2CC[C@@H]1O,5757,272.4,2,2,4,0,40.5,0,0
CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(ccc45)OC)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c1cc(c(c(c1)OC)OC)OC,5770,608.7,10,1,4,0,118,10,1
[O-]C(=O)C1=C(CS[C@@H]2[C@H](NC(=O)Cc3sccc3)C(=O)N21)C[n+]1ccccc1 CEFALORIDINE,5773,415.5,6,1,1.9,0,147,5,0
CNC[C@H](O)c1ccc(c(c1)O)O EPINEPHRINE,5816,183.2,4,4,-1.4,0,72.7,3,0
C[C@H](N)Cc1ccccc1,5826,135.21,1,1,1.8,0,26,2,1
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,5834,402.5,6,2,2.4,0,101,4,1
CCC1(C(=O)NC(=O)NC1=O)C1=CCCCC1,5838,236.27,3,2,1.8,0,75.3,2,1
C=CCC1(CC=C)C(=O)NC(=O)NC1=O,5842,208.21,3,2,1,0,75.3,4,1
C[C@@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]2CC[C@]1(O)C(=O)CO,5865,358.4,5,2,1.5,0,91.7,2,1
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,5875,392.5,6,3,2,0,94.8,2,1
C[C@@]12C=CC(=O)C=C2[C@@H](F)C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]21,5876,378.4,6,3,1.4,0,94.8,2,1
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)COC(C)=O)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,5877,416.5,6,2,2.7,0,101,4,1
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(O)=O BENZYLPENICILLIN,5904,334.4,5,2,1.8,0,112,4,0
C1CCn2nnnc2CC1,5917,138.17,3,0,0.1,0,43.6,0,1
CC(Cc1ccccc1)NN,5929,150.22,2,2,1.3,0,38,3,1
OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc(cc1)[N+]([O-])=O,5959,323.13,5,3,1.1,0,115,5,1
CC(C)(O)C(Cl)(Cl)Cl,5977,177.45,1,1,2,0,20.2,0,1
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc43)[C@@](C2)(C(=O)OC)c2cc3c(cc2OC)N(C=O)[C@H]2[C@](O)([C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@@]23[C@@H]54)C(=O)OC)C1,5978,825,12,3,2.8,0,171,10,0
CN1CCc2cccc3c2[C@H]1Cc1ccc(c(c31)O)O,6005,267.32,3,2,2.3,0,43.7,0,1
COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,6018,317.4,4,0,2.9,0,38.8,4,1
CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)Cc1sccc1)C2=O)C(O)=O CEFALOTIN,6024,396.4,8,2,-0.4,0,167,7,0
N[C@@H](Cc1ccc(c(c1)O)O)C(O)=O,6047,197.19,5,4,-2.7,0,104,3,1
CN1CCN(CC1)CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,6064,442.6,6,2,1.6,0,81.1,3,1
CCC1C(=O)NC(=O)C1(C)c1ccccc1,6068,217.26,2,1,1.9,0,46.2,2,1
CN1CCCC(C1)CN1c2ccccc2Sc2ccccc21,6075,310.5,3,0,5.6,0,31.8,2,1
CN(C)CCCN1c2ccccc2Sc2ccc(cc21)C(C)=O,6077,326.5,4,0,4.2,0,48.8,5,1
COc1cccc(c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O)OC METICILLIN,6087,380.4,7,2,1.2,0,131,5,0
Cc1onc(c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O)c1ccccc1Cl CLOXACILLIN,6098,435.9,7,2,2.4,0,138,4,0
CCC(C)C(C)(COC(N)=O)COC(N)=O,6151,232.28,4,2,1.4,0,105,8,1
COC1=CC=C2C(=CC1=O)[C@H](CCc1cc(c(c(c21)OC)OC)OC)NC(C)=O,6167,399.4,6,1,1,0,83.1,5,0
CC(NN)c1ccccc1,6179,136.19,2,2,0.9,0,38,2,1
Cc1onc(c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O)c1ccccc1 OXACILLIN,6196,401.4,7,2,2.4,0,138,4,0
ClC(Cl)Cl,6212,119.37,0,0,2.3,0,0,0,1
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(O)=O AMPICILLIN,6249,349.4,6,3,-1.1,0,138,4,0
COc1ccccc1OCC1CNC(=O)O1,6257,223.22,4,1,1.4,0,56.8,4,1
Cc1ccccc1N1C(=Nc2ccccc2C1=O)C,6292,250.29,2,0,2.5,0,32.7,1,1
N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O,6305,204.22,3,3,-1.1,0,79.1,3,1
C=C,6325,28.05,0,0,1.2,0,0,0,1
CCCl,6337,64.51,0,0,1.2,0,0,0,1
ClCCl,6344,84.93,0,0,1.5,0,0,0,1
C1CC1,6351,42.08,0,0,1.6,0,0,0,1
OCC(Br)(Br)Br,6400,282.76,1,1,2.1,0,20.2,0,1
CCC(C)(C)O,6405,88.15,1,1,0.9,0,20.2,1,1
FC(F)(Cl)C(F)(F)Cl,6429,170.92,4,0,2.8,0,0,1,1
CCC(C)(S(=O)(=O)CC)S(=O)(=O)CC,6433,242.4,4,0,1,0,85,5,1
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,6436,434.5,7,2,2.5,0,93.1,2,1
CC(C)C1(CC=C)C(=O)NC(=O)NC1=O,6464,210.23,3,2,1.1,0,75.3,3,1
C1CCN(CC1)C1(CCCCC1)c1ccccc1,6468,243.4,1,0,3.6,0,3.2,2,1
CCC(=O)OC1(CCN(C)CC1C)c1ccccc1,6471,261.36,3,0,2.8,0,29.5,4,1
CN(C)CCOC(C)(c1ccccc1)c1ccc(cc1)Cl,6475,303.8,2,0,4.1,0,12.5,6,1
CN1C(=O)CC(C)(C1=O)c1ccccc1,6476,203.24,2,0,1.2,0,37.4,1,1
CC(=O)Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)NC(C)=O,6477,332.4,4,2,1.1,0,101,4,1
CCC(Br)(CC)C(=O)NC(N)=O,6488,237.09,2,2,1.5,0,72.2,3,1
CCC(Br)(CC)C(=O)NC(=O)NC(C)=O,6489,279.13,3,2,2.3,0,75.3,3,1
CCC(C)(O)C#C,6494,98.14,1,1,0.8,0,20.2,2,1
OC(OCC(COC(O)C(Cl)(Cl)Cl)(COC(O)C(Cl)(Cl)Cl)COC(O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,6519,725.7,8,4,5.1,0,118,12,1
CCC(C)(CC)OC(N)=O,6526,145.2,2,1,1.5,0,52.3,4,1
ClC=C(Cl)Cl,6575,131.38,0,0,2.6,0,0,0,1
CC(C)(O)C(C)(O)c1ccc(cc1)Cl,6617,214.69,2,2,1.8,0,40.5,2,1
CC(C)(C)c1ccc(cc1)CN1CCN(CC1)C(c1ccccc1)c1ccc(cc1)Cl,6729,433,2,0,7.1,0,6.5,6,1
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,6741,374.5,5,3,1.9,0,94.8,2,1
CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)Cl)CC1,6762,446,6,0,4.8,0,61.3,8,1
CN1C(=O)CC(C1=O)c1ccccc1,6839,189.21,2,0,0.8,0,37.4,1,1
CN(C)CCO,7902,89.14,2,1,-0.4,0,23.5,2,1
C=COC=C,8024,70.09,1,0,1.3,0,9.2,2,1
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@H]2O[C@@H](C)C[C@H]([C@@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,8233,733.9,14,5,2.7,0,194,7,0
CCS(=O)(=O)C(C)(C)S(=O)(=O)CC,8262,228.3,4,0,0.4,0,85,4,1
CCC1(C(=O)NC(=O)N(C)C1=O)c1ccccc1,8271,246.26,3,1,1.8,0,66.5,2,1
CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,8275,224.26,3,2,1.4,0,75.3,4,1
CCC1(C)OC(=O)N(C)C1=O,8280,157.17,3,0,0.8,0,46.6,1,1
Oc1ccccc1C(=O)Oc1ccccc1,8361,214.22,3,1,3.8,0,46.5,3,1
CCC(N)Cc1c[nH]c2ccccc12,8367,188.27,1,2,2.5,0,41.8,3,1
ClCCC1NC(=O)c2ccccc2O1,8602,211.64,2,1,2.1,0,38.3,2,1
Nc1cccc(c1)N1C=CC=CC1=O,8641,186.21,2,1,1.3,0,46.3,1,1
NS(=O)(=O)c1ccc(cc1)C(O)=O,8739,201.2,5,2,0.5,0,106,2,1
CCOC(=O)C1(CCN(CCc2ccc(cc2)N)CC1)c1ccccc1,8944,352.5,4,1,3.7,0,55.6,7,1
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,8955,316.5,2,1,4.2,0,37.3,1,1
CCOc1ccc2ccccc2c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O NAFCILLIN,8982,414.5,6,2,2.9,0,121,5,0
CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O,9034,262.3,3,1,2.3,0,66.5,3,1
CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,9330,327.4,4,1,2.6,0,49.8,9,1
NC(=O)C1(CCN(CC1)CCC(C#N)(c1ccccc1)c1ccccc1)N1CCCCC1,9331,430.6,4,1,3.7,0,73.4,7,1
ClCCC(=O)NCCc1ccccc1,9376,211.69,1,1,2,0,29.1,5,1
OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc23)CC1,9417,363.5,4,1,3.6,0,30,6,1
CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc12,9419,295.4,3,0,2.7,0,26.8,3,1
CN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)S(=O)(=O)N(C)C)CC1,9429,446.6,7,0,3.7,0,80.8,6,1
CC1=Nc2ccccc2C(=O)N1c1ccccc1Cl,9567,270.71,2,0,2.8,0,32.7,1,1
CC(CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1,9648,392.5,3,0,3.8,0,32.8,6,1
CCC1(CC)C(=O)NC(=O)N(C1=O)c1ccccc1,9650,260.29,3,1,2.7,0,66.5,3,1
COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@]13CCN(C)C2,9651,287.35,4,1,1.8,0,41.9,1,1
NC(=O)OC1(CCCCC1)CC#C,9661,181.23,2,1,1.7,0,52.3,3,1
CNC(C)C(O)c1ccc(cc1)O HYDROXYEPHEDRINE,9701,181.23,3,3,0.6,0,52.5,3,0
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,9782,392.5,6,3,1.9,0,94.8,2,1
COc1cc(cc(c1OC)OC)C(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(cc32)Cl)CC1,9800,598.2,9,0,6.3,0,89,12,1
FC(F)(F)COC=C,9844,126.08,4,0,1.9,0,9.2,2,1
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(C)=O)[C@@]3(C)C[C@H](O)[C@]2(F)[C@@]2(C)C=CC(=O)C=C12,9878,376.5,5,2,2,0,74.6,1,1
CCC(=O)C(C(C)CN(C)C)(c1ccccc1)c1ccccc1,10072,309.4,2,0,4.4,0,20.3,7,1
OC(C1CCCCN1)(c1ccccc1)c1ccccc1,10083,267.4,2,2,3,0,32.3,3,1
CCC(=O)C(CCN(C)C)(c1ccccc1)c1ccccc1,10090,295.4,2,0,3.5,0,20.3,7,1
CCC(=O)O[C@@](Cc1ccccc1)([C@H](C)CN(C)C)c1ccccc1,10100,339.5,3,0,4.2,0,29.5,9,1
CCC(=O)C1(CCN(C)CC1)c1cccc(c1)O,10101,247.33,3,1,1,0,40.5,3,1
CC(C)C1(OCC(CO)O1)C(C)C,10105,188.26,3,1,1.7,0,38.7,3,1
CC[C@H]1CN2CCc3cc(c(cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(c(cc12)OC)OC)OC)OC,10219,480.6,6,1,4.7,0,52.2,7,0
CCCCSc1ccc(cc1)C(SCCN(C)C)c1ccccc1,10240,359.6,3,0,5.9,0,53.8,10,1
ClCCC(=O)NCc1ccccc1,10391,197.66,1,1,1.7,0,29.1,4,1
CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,10517,353.5,3,0,4.3,0,29.5,9,1
CCC1(C(=O)NC(=O)NC1=O)C1=CCCCCC1,10518,250.29,3,2,2,0,75.3,2,1
CN(C)CCn1cnc2c1C(=O)N(C)C(=O)N2C,10612,251.29,4,0,-0.5,0,61.7,3,1
CN(C)CCc1c[nH]c2cccc(c12)OP(O)(O)=O,10624,284.25,5,3,-1.6,0,85.8,5,1
Clc1cccc(c1)N1CCN(CCCN2C(=O)Nc3ccccc3C2=O)CC1,10675,398.9,4,1,3.2,0,55.9,5,1
CC1OC(=O)N(CC=C)C1=O,10683,155.15,3,0,0.8,0,46.6,2,1
Cc1ncsc1CCCl,10783,161.65,2,0,2.1,0,41.1,2,1
CN[C@@H](C)Cc1ccccc1,10836,149.23,1,1,2.1,0,12,3,1
CCOC(=O)NC(O)C(Cl)(Cl)Cl,10944,236.48,3,2,1.8,0,58.6,3,1
CC(=O)[C@@]1(O)[C@H](O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,11687,346.5,4,2,2.7,0,74.6,1,1
CC(=O)Nc1cccc(c1)O,12124,151.16,2,2,0.7,0,49.3,1,1
COc1cc(cc(c1OC)OC)C(=O)N1CCOCC1,12478,281.3,5,0,0.9,0,57.2,4,1
CCCC(=O)c1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,12598,409.6,5,0,5,0,52.1,7,1
CN(C)C1=NC(=O)C(O1)c1ccccc1,12602,204.22,2,0,1.5,0,41.9,2,1
COC(F)(F)C(F)Br,12676,192.96,4,0,2.1,0,9.2,2,1
CCC1(C(=O)NC(=O)N(C(=O)c2ccccc2)C1=O)c1ccccc1,12938,336.3,4,1,3.3,0,83.6,3,1
Cc1cccc(c1NC(=O)c1ccc(cc1)N)C,13086,240.3,2,2,2.2,0,55.1,2,1
CC(=O)NCC1(CCN(CCCC(=O)c2ccc(cc2)F)CC1)c1ccccc1,13122,396.5,4,1,3.6,0,49.4,8,1
FCC(F)(F)F,13129,102.03,4,0,1.7,0,0,0,1
CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(ccc21)Cl,13314,335.2,3,1,2.4,0,52.9,1,1
COc1ccccc1N1CCN(CCCC(O)c2ccc(cc2)F)CC1,13333,358.4,5,1,3.5,0,35.9,7,1
CCCCC1(CCOC(N)=O)C(=O)NC(=O)NC1=O,13743,271.27,5,3,0.5,0,128,7,1
[O-][N+]1=C(c2ccccc2)c2cc(ccc2NC(=O)C1)Cl,13756,286.71,3,1,2.3,0,52.9,1,1
Oc1ccccc1c1ocnn1,13883,162.15,4,1,1.1,0,59.2,1,1
N\C(=N)\NCCCOc1ccccc1,13923,193.25,2,2,1.1,0,73.6,5,1
Cc1ncc(c(c1O)CO)CSSCc1cnc(c(c1CO)O)C,14190,368.5,8,4,1.2,0,157,7,1
CCCC(N1CCCC1)C(=O)c1ccc(cc1)C,14373,245.36,2,0,3.8,0,20.3,5,1
Nc1ccc(cc1)S(=O)(=O)N1CC2CCC(CC2)C1,14380,280.39,4,1,1.9,0,71.8,2,1
CCNC1C2CCC(C2)C1c1ccccc1,14584,215.33,1,1,3.3,0,12,3,1
CCCC(Cc1ccccc1)N1CCCC1,14592,217.35,1,0,4,0,3.2,5,1
CN(C)CCCN1c2ccccc2Sc2cccnc12,14670,285.4,4,0,3.4,0,44.7,4,1
CC1C2Cc3ccc(cc3C1(C)CCN2CCc1ccccc1)O,14707,321.5,2,1,3.8,0,23.5,3,1
CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)c2ccc(c(c2)Cl)Oc2cc3cc(c2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@@H](O)[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@H](CC(N)=O)NC1=O)c1ccc(c(c1)c1c(cc(cc1[C@H](NC2=O)C(O)=O)O)O)O VANCOMYCIN,14969,1449.2,26,19,-2.6,0,531,13,0
CCC1NC(=O)C(NC(=O)c2ncccc2O)C(C)OC(=O)C(NC(=O)C2CC(=O)CCN2C(=O)C(Cc2ccc(cc2)N(C)C)N(C)C(=O)C2CCCN2C1=O)c1ccccc1,14974,867,12,4,2.8,0,228,7,0
CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCc2c(c(c(c(c2O1)C)C)O)C,14985,430.7,2,1,10.7,0,29.5,12,1
CCCOC(=O)Cc1ccc(c(c1)OC)OCC(=O)N(CC)CC,15004,337.4,5,0,2.8,0,65.1,11,1
COc1ccccc1N1CCN(CCCC(=O)c2ccc(cc2)F)CC1,15139,356.4,5,0,3.6,0,32.8,7,1
CC1CCN(CCCC(=O)c2ccc(cc2)F)CC1,15387,263.35,3,0,3.3,0,20.3,5,1
Fc1ccc(cc1)C(=O)CCCN1CCN(CC1)c1ccccn1,15443,327.4,5,0,3.3,0,36.4,6,1
Cc1cc(cc(c1)OCC1CNC(=O)O1)C,15459,221.25,3,1,2.2,0,47.6,3,1
OC(C1CCNCC1)(c1ccccc1)c1ccccc1,15723,267.4,2,2,2.9,0,32.3,3,1
CN1CCN(CC1)C1=Nc2ccccc2Cc2ccccc21,16106,291.4,2,0,2.8,0,18.8,1,1
CCN(CCO)CCn1c(nc2c1C(=O)N(C)C(=O)N2C)Cc1ccccc1,16229,385.5,5,1,1.2,0,81.9,8,1
N\C(=N)\NC(=O)c1nc(c(nc1N)N)Cl,16231,229.63,5,4,-0.7,0,159,1,0
CN1CCN(CC1)C1=Nc2ccccc2Sc2ccc(cc12)Cl,16351,343.9,3,0,3.6,0,44.1,1,1
Fc1ccc(cc1)C(CCCN1CCC(CC1)N1C(=O)Nc2ccccc12)c1ccc(cc1)F,16362,461.5,4,1,6.3,0,35.6,7,1
Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)N1C(=O)Nc2ccccc12,16363,381.4,4,1,3.7,0,52.6,6,1
CC(=O)Nc1ccc(cc1)OC(C)(C)C,16426,207.27,2,1,2.4,0,38.3,3,1
CCCCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C)C(=O)CO,16533,476.6,7,2,3.6,0,101,7,1
